age,workclass,fnlwgt,education,educational_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income
22,private,51136,some_college,10,never_married,tech_support,not_in_family,white,female,0,0,60,united_states,<=50k
47,self_emp_inc,119471,7th_8th,4,never_married,craft_repair,not_in_family,other,male,0,0,40,?,<=50k
63,private,31389,11th,7,never_married,farming_fishing,not_in_family,white,male,0,0,12,united_states,<=50k
50,private,184424,some_college,10,married_civ_spouse,adm_clerical,wife,white,female,0,1902,38,united_states,>50k
22,private,427686,10th,6,divorced,craft_repair,own_child,white,male,0,0,40,united_states,<=50k
48,private,107231,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,55,united_states,>50k
36,private,126675,masters,14,married_civ_spouse,prof_specialty,husband,white,male,0,1977,50,united_states,>50k
24,?,203076,hs_grad,9,married_civ_spouse,?,husband,white,male,0,0,40,united_states,<=50k
20,private,147884,hs_grad,9,never_married,adm_clerical,own_child,white,female,0,0,40,united_states,<=50k
73,private,88594,hs_grad,9,divorced,exec_managerial,not_in_family,white,female,0,0,35,united_states,<=50k
51,self_emp_inc,129525,hs_grad,9,never_married,sales,other_relative,white,male,0,0,40,?,<=50k
30,private,271933,hs_grad,9,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50k
27,private,221912,hs_grad,9,never_married,handlers_cleaners,own_child,white,male,0,0,40,united_states,<=50k
47,private,26950,masters,14,divorced,sales,not_in_family,white,female,0,0,6,united_states,<=50k
43,private,222756,assoc_acdm,12,married_civ_spouse,exec_managerial,husband,white,male,0,2002,44,united_states,<=50k
40,self_emp_inc,92036,bachelors,13,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50k
33,private,309350,hs_grad,9,married_civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,<=50k
31,state_gov,157673,hs_grad,9,married_civ_spouse,farming_fishing,husband,white,male,0,0,40,united_states,<=50k
55,private,237428,some_college,10,divorced,exec_managerial,not_in_family,white,male,0,1504,40,united_states,<=50k
46,self_emp_not_inc,112485,hs_grad,9,divorced,other_service,unmarried,white,female,0,0,40,united_states,<=50k
37,private,222450,5th_6th,3,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,el_salvador,<=50k
43,private,72338,masters,14,married_civ_spouse,tech_support,husband,asian_pac_islander,male,0,0,40,united_states,>50k
47,private,145290,hs_grad,9,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,45,united_states,<=50k
25,?,156848,some_college,10,never_married,?,own_child,white,male,0,0,40,united_states,<=50k
67,?,183374,hs_grad,9,widowed,?,not_in_family,white,female,2329,0,15,united_states,<=50k
32,federal_gov,86150,bachelors,13,married_civ_spouse,exec_managerial,wife,asian_pac_islander,female,0,1977,40,united_states,>50k
26,private,195693,hs_grad,9,never_married,adm_clerical,unmarried,black,female,0,0,40,jamaica,<=50k
41,private,27305,hs_grad,9,divorced,craft_repair,not_in_family,white,male,0,0,40,united_states,<=50k
30,private,109282,some_college,10,never_married,sales,own_child,white,male,0,0,20,united_states,<=50k
28,federal_gov,72514,some_college,10,never_married,adm_clerical,not_in_family,black,female,0,0,72,united_states,<=50k
29,private,107458,hs_grad,9,married_civ_spouse,transport_moving,husband,white,male,0,0,40,united_states,<=50k
50,private,104501,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,>50k
20,private,233198,hs_grad,9,never_married,craft_repair,own_child,white,male,0,0,40,united_states,<=50k
39,private,30056,some_college,10,divorced,craft_repair,unmarried,white,male,0,0,40,united_states,<=50k
61,private,203445,some_college,10,widowed,adm_clerical,other_relative,white,female,0,0,40,united_states,<=50k
33,local_gov,152351,some_college,10,married_civ_spouse,protective_serv,husband,white,male,3908,0,40,united_states,<=50k
56,private,85018,hs_grad,9,never_married,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50k
32,private,296466,hs_grad,9,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,50,united_states,>50k
37,private,34180,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50k
30,private,289458,bachelors,13,never_married,exec_managerial,not_in_family,white,female,0,0,40,united_states,<=50k
42,private,71458,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,<=50k
43,private,488706,1st_4th,2,married_civ_spouse,farming_fishing,husband,white,male,0,0,45,mexico,<=50k
62,private,180418,12th,8,never_married,craft_repair,unmarried,white,male,0,0,40,united_states,<=50k
23,private,27776,hs_grad,9,married_civ_spouse,other_service,husband,white,male,0,0,40,united_states,<=50k
48,private,176917,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,55,united_states,<=50k
46,self_emp_inc,62546,doctorate,16,separated,prof_specialty,not_in_family,white,male,0,0,35,united_states,<=50k
40,private,102606,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50k
53,self_emp_not_inc,187830,masters,14,married_civ_spouse,exec_managerial,husband,white,male,7688,0,35,united_states,>50k
49,private,177426,hs_grad,9,divorced,other_service,not_in_family,white,female,0,0,20,united_states,<=50k
42,private,124692,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50k
46,private,124733,some_college,10,married_civ_spouse,craft_repair,husband,asian_pac_islander,male,0,0,40,vietnam,<=50k
47,private,145886,some_college,10,divorced,other_service,unmarried,white,female,0,0,40,united_states,<=50k
21,?,162160,some_college,10,never_married,?,own_child,asian_pac_islander,male,0,0,40,taiwan,<=50k
43,private,33310,hs_grad,9,divorced,adm_clerical,not_in_family,white,female,0,0,40,united_states,<=50k
41,private,381510,some_college,10,never_married,other_service,own_child,white,male,0,0,50,united_states,<=50k
45,private,274689,10th,6,married_civ_spouse,craft_repair,husband,white,male,0,0,60,united_states,<=50k
49,local_gov,204377,11th,7,divorced,other_service,own_child,white,female,0,0,60,united_states,<=50k
19,private,234725,12th,8,never_married,machine_op_inspct,own_child,white,male,0,0,40,united_states,<=50k
17,private,99175,11th,7,never_married,other_service,not_in_family,white,female,0,0,20,united_states,<=50k
24,private,353010,bachelors,13,never_married,adm_clerical,not_in_family,white,male,0,0,10,united_states,<=50k
65,state_gov,42488,prof_school,15,married_civ_spouse,exec_managerial,husband,white,male,2653,0,8,united_states,<=50k
58,private,205410,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50k
32,private,184207,hs_grad,9,divorced,craft_repair,not_in_family,white,male,0,0,40,united_states,<=50k
29,private,334277,bachelors,13,never_married,sales,not_in_family,white,male,0,0,45,united_states,<=50k
21,private,112225,some_college,10,never_married,exec_managerial,own_child,asian_pac_islander,male,0,0,15,united_states,<=50k
56,private,33323,hs_grad,9,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,<=50k
70,private,30713,hs_grad,9,married_civ_spouse,farming_fishing,husband,white,male,0,0,30,united_states,<=50k
44,private,145160,doctorate,16,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,>50k
24,private,88126,hs_grad,9,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,<=50k
33,local_gov,107793,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,>50k
21,private,548303,hs_grad,9,married_civ_spouse,prof_specialty,own_child,white,male,0,0,40,mexico,>50k
53,federal_gov,276868,masters,14,married_civ_spouse,adm_clerical,husband,white,male,0,0,40,united_states,>50k
27,private,156266,9th,5,married_civ_spouse,farming_fishing,husband,amer_indian_eskimo,male,0,0,40,united_states,<=50k
34,private,122749,some_college,10,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,32,united_states,<=50k
48,private,107231,prof_school,15,married_civ_spouse,exec_managerial,husband,white,male,99999,0,50,united_states,>50k
36,local_gov,379672,assoc_voc,11,divorced,exec_managerial,unmarried,white,female,0,0,60,united_states,<=50k
58,private,109159,hs_grad,9,widowed,tech_support,unmarried,white,female,0,0,38,united_states,<=50k
34,private,203814,hs_grad,9,married_civ_spouse,other_service,wife,white,female,0,0,35,united_states,<=50k
30,private,326199,9th,5,married_civ_spouse,craft_repair,husband,white,male,2580,0,40,united_states,<=50k
53,self_emp_not_inc,30008,10th,6,married_civ_spouse,farming_fishing,husband,white,male,0,0,35,united_states,<=50k
26,private,211231,bachelors,13,married_civ_spouse,prof_specialty,wife,white,female,0,0,40,united_states,>50k
45,private,199625,some_college,10,divorced,prof_specialty,unmarried,white,female,0,0,20,united_states,<=50k
39,private,146091,bachelors,13,married_civ_spouse,prof_specialty,wife,white,female,0,0,20,united_states,>50k
59,local_gov,105866,bachelors,13,married_civ_spouse,protective_serv,husband,black,male,0,0,30,united_states,<=50k
64,federal_gov,175534,doctorate,16,married_civ_spouse,prof_specialty,husband,asian_pac_islander,male,0,0,40,china,>50k
33,private,140206,prof_school,15,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,>50k
45,private,162302,hs_grad,9,divorced,exec_managerial,unmarried,white,female,0,0,30,united_states,<=50k
64,state_gov,201293,hs_grad,9,widowed,adm_clerical,not_in_family,white,female,0,0,38,united_states,<=50k
37,private,141584,assoc_acdm,12,married_civ_spouse,other_service,husband,white,male,0,0,47,united_states,<=50k
29,private,116531,masters,14,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,<=50k
38,private,200220,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50k
32,self_emp_inc,108467,bachelors,13,never_married,exec_managerial,not_in_family,white,male,0,0,55,united_states,<=50k
53,private,149217,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,puerto_rico,<=50k
24,private,95552,hs_grad,9,never_married,tech_support,own_child,white,male,0,0,40,united_states,<=50k
47,federal_gov,239321,assoc_voc,11,married_civ_spouse,adm_clerical,husband,white,male,0,0,45,united_states,>50k
51,federal_gov,254211,masters,14,widowed,sales,unmarried,white,male,0,0,50,el_salvador,>50k
47,private,59380,some_college,10,divorced,adm_clerical,unmarried,white,female,0,0,42,united_states,<=50k
39,self_emp_not_inc,178948,hs_grad,9,married_civ_spouse,farming_fishing,wife,white,female,0,0,50,united_states,<=50k
17,private,232900,11th,7,never_married,handlers_cleaners,own_child,white,male,0,0,25,united_states,<=50k
49,private,75673,hs_grad,9,never_married,adm_clerical,own_child,asian_pac_islander,female,0,0,40,united_states,<=50k
56,local_gov,381965,bachelors,13,married_civ_spouse,prof_specialty,husband,white,male,15024,0,40,united_states,>50k
36,self_emp_not_inc,164526,masters,14,never_married,sales,not_in_family,white,male,10520,0,45,united_states,>50k
30,private,69235,prof_school,15,married_civ_spouse,prof_specialty,husband,asian_pac_islander,male,0,0,40,taiwan,<=50k
44,private,60414,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50k
55,local_gov,161662,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,55,united_states,>50k
34,private,302770,some_college,10,married_civ_spouse,sales,husband,white,male,0,0,60,united_states,<=50k
18,private,145005,some_college,10,never_married,other_service,own_child,white,male,0,0,20,united_states,<=50k
36,private,418702,assoc_voc,11,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,<=50k
39,private,161295,assoc_acdm,12,divorced,adm_clerical,unmarried,white,female,0,0,40,united_states,>50k
61,self_emp_inc,119986,bachelors,13,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,<=50k
62,private,200834,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,55,united_states,<=50k
20,private,166527,some_college,10,never_married,adm_clerical,own_child,other,female,0,0,20,united_states,<=50k
19,private,139466,some_college,10,never_married,sales,own_child,white,female,0,0,25,united_states,<=50k
18,private,27920,11th,7,never_married,exec_managerial,own_child,white,female,0,0,25,united_states,<=50k
36,self_emp_not_inc,84848,hs_grad,9,separated,other_service,not_in_family,white,female,0,0,16,united_states,<=50k
54,private,176681,hs_grad,9,married_civ_spouse,adm_clerical,husband,black,male,0,0,20,united_states,<=50k
53,private,167033,some_college,10,never_married,exec_managerial,not_in_family,black,female,0,0,40,united_states,<=50k
39,private,156261,some_college,10,divorced,adm_clerical,unmarried,white,female,0,0,38,united_states,<=50k
18,private,301814,hs_grad,9,never_married,sales,not_in_family,white,female,0,0,20,united_states,<=50k
39,private,315565,hs_grad,9,married_civ_spouse,transport_moving,husband,black,male,0,0,40,cuba,<=50k
45,private,116255,hs_grad,9,never_married,exec_managerial,not_in_family,black,female,0,0,40,united_states,<=50k
18,private,120243,11th,7,never_married,handlers_cleaners,own_child,white,male,0,0,17,united_states,<=50k
40,private,199303,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50k
36,local_gov,491000,assoc_acdm,12,never_married,prof_specialty,own_child,black,male,0,0,40,united_states,<=50k
60,private,298967,7th_8th,4,married_civ_spouse,transport_moving,husband,white,male,0,0,15,united_states,<=50k
24,private,404416,some_college,10,never_married,handlers_cleaners,not_in_family,white,male,0,0,40,united_states,<=50k
31,?,82473,9th,5,divorced,?,not_in_family,white,female,0,0,25,united_states,<=50k
25,private,104193,hs_grad,9,never_married,other_service,own_child,white,female,114,0,40,united_states,<=50k
40,private,193494,hs_grad,9,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,46,united_states,<=50k
33,federal_gov,177945,hs_grad,9,married_civ_spouse,adm_clerical,husband,black,male,0,0,40,united_states,<=50k
54,private,225599,masters,14,married_civ_spouse,prof_specialty,husband,asian_pac_islander,male,7298,0,40,india,>50k
42,self_emp_inc,120277,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,>50k
24,private,385540,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,40,mexico,<=50k
36,self_emp_inc,339116,assoc_voc,11,divorced,exec_managerial,not_in_family,white,female,0,0,40,?,<=50k
52,self_emp_inc,254211,masters,14,married_civ_spouse,prof_specialty,husband,white,male,15024,0,60,united_states,>50k
19,private,269657,some_college,10,never_married,sales,not_in_family,white,female,0,0,35,united_states,<=50k
28,private,124685,some_college,10,married_civ_spouse,exec_managerial,husband,amer_indian_eskimo,male,0,0,55,united_states,<=50k
66,private,271567,hs_grad,9,separated,machine_op_inspct,not_in_family,black,male,0,0,40,united_states,<=50k
44,private,84535,some_college,10,divorced,sales,unmarried,white,female,0,0,48,united_states,<=50k
48,private,56664,hs_grad,9,divorced,other_service,not_in_family,white,female,0,0,40,united_states,<=50k
31,self_emp_not_inc,197193,hs_grad,9,never_married,other_service,not_in_family,white,male,0,0,27,united_states,<=50k
28,private,282398,some_college,10,divorced,craft_repair,not_in_family,white,male,0,0,35,united_states,<=50k
48,self_emp_not_inc,221464,11th,7,married_civ_spouse,exec_managerial,wife,white,female,0,0,30,united_states,>50k
36,private,207853,hs_grad,9,divorced,craft_repair,own_child,white,male,0,0,40,united_states,<=50k
28,local_gov,104329,some_college,10,married_civ_spouse,protective_serv,husband,white,male,0,0,50,united_states,<=50k
25,private,306908,hs_grad,9,married_civ_spouse,machine_op_inspct,husband,white,male,0,0,40,united_states,<=50k
27,private,242207,bachelors,13,never_married,tech_support,own_child,white,female,0,0,40,united_states,<=50k
48,state_gov,224474,some_college,10,divorced,exec_managerial,not_in_family,white,female,0,0,40,united_states,<=50k
64,self_emp_inc,161325,assoc_acdm,12,married_civ_spouse,sales,husband,white,male,0,1887,50,united_states,>50k
19,private,382738,hs_grad,9,never_married,other_service,own_child,black,female,0,0,40,united_states,<=50k
28,self_emp_not_inc,240172,masters,14,never_married,prof_specialty,own_child,white,male,0,0,40,united_states,<=50k
59,private,50223,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50k
38,private,135416,some_college,10,divorced,adm_clerical,own_child,white,female,0,0,40,united_states,<=50k
55,private,353881,7th_8th,4,married_civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,<=50k
41,federal_gov,57924,some_college,10,never_married,protective_serv,own_child,white,male,0,0,40,united_states,<=50k
45,private,306889,bachelors,13,married_civ_spouse,exec_managerial,wife,white,female,0,0,40,united_states,>50k
33,private,203463,hs_grad,9,divorced,other_service,own_child,white,female,0,0,40,united_states,<=50k
27,self_emp_not_inc,216178,bachelors,13,never_married,craft_repair,own_child,white,male,0,0,35,united_states,<=50k
28,private,125321,hs_grad,9,never_married,machine_op_inspct,not_in_family,white,female,0,0,40,united_states,<=50k
42,self_emp_inc,277256,doctorate,16,married_civ_spouse,prof_specialty,husband,white,male,0,1977,60,united_states,>50k
25,private,188488,hs_grad,9,never_married,machine_op_inspct,other_relative,white,male,0,0,40,united_states,<=50k
38,private,154669,hs_grad,9,separated,sales,not_in_family,white,male,0,0,60,united_states,<=50k
45,private,103331,some_college,10,married_civ_spouse,other_service,husband,white,male,0,0,40,united_states,<=50k
18,private,157131,11th,7,never_married,sales,own_child,white,female,0,0,30,united_states,<=50k
27,private,250314,9th,5,married_civ_spouse,protective_serv,husband,white,male,0,0,40,guatemala,<=50k
38,self_emp_not_inc,195686,hs_grad,9,separated,exec_managerial,unmarried,white,male,0,0,25,united_states,<=50k
48,private,188610,assoc_acdm,12,married_civ_spouse,craft_repair,husband,white,male,0,0,48,united_states,>50k
55,local_gov,219074,some_college,10,divorced,adm_clerical,not_in_family,black,female,0,0,55,united_states,>50k
56,private,50490,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,45,united_states,>50k
29,self_emp_inc,263786,bachelors,13,never_married,sales,not_in_family,white,male,0,0,40,united_states,>50k
54,private,28518,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,50,united_states,>50k
62,?,83439,7th_8th,4,married_civ_spouse,?,husband,white,male,0,0,40,united_states,<=50k
66,private,236879,preschool,1,widowed,priv_house_serv,other_relative,white,female,0,0,40,guatemala,<=50k
25,private,123083,bachelors,13,never_married,prof_specialty,not_in_family,white,female,0,0,40,united_states,<=50k
32,private,29144,bachelors,13,never_married,sales,not_in_family,white,male,0,0,35,united_states,<=50k
46,federal_gov,362835,assoc_acdm,12,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,germany,>50k
31,private,307543,10th,6,never_married,transport_moving,own_child,white,male,0,0,99,cuba,<=50k
22,private,192289,some_college,10,never_married,adm_clerical,own_child,white,male,0,0,30,puerto_rico,<=50k
31,self_emp_inc,149726,hs_grad,9,married_civ_spouse,craft_repair,husband,white,male,0,0,50,united_states,<=50k
30,state_gov,231043,assoc_voc,11,married_civ_spouse,protective_serv,husband,white,male,0,0,40,united_states,<=50k
56,private,136472,7th_8th,4,married_civ_spouse,machine_op_inspct,husband,black,male,0,0,48,united_states,<=50k
32,private,162572,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,1977,48,united_states,>50k
37,private,126675,hs_grad,9,never_married,craft_repair,not_in_family,white,male,0,0,40,united_states,<=50k
39,private,202027,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,15024,0,45,united_states,>50k
23,private,117480,10th,6,never_married,craft_repair,own_child,white,male,0,0,44,united_states,<=50k
50,private,283281,7th_8th,4,married_civ_spouse,machine_op_inspct,husband,black,male,0,0,40,united_states,<=50k
48,private,109275,some_college,10,married_civ_spouse,exec_managerial,husband,white,male,0,0,40,united_states,<=50k
39,self_emp_not_inc,152587,hs_grad,9,never_married,craft_repair,own_child,white,male,0,0,40,united_states,<=50k
39,private,191161,some_college,10,married_civ_spouse,craft_repair,husband,white,male,0,0,40,united_states,<=50k
37,federal_gov,207887,bachelors,13,divorced,exec_managerial,other_relative,white,female,0,0,50,united_states,<=50k
54,private,249860,11th,7,divorced,priv_house_serv,unmarried,black,female,0,0,10,united_states,<=50k
79,federal_gov,62176,doctorate,16,widowed,exec_managerial,not_in_family,white,male,0,0,6,united_states,>50k
51,self_emp_not_inc,186845,bachelors,13,married_civ_spouse,farming_fishing,husband,white,male,0,0,8,united_states,<=50k
21,local_gov,102942,some_college,10,never_married,other_service,not_in_family,white,female,0,2001,40,united_states,<=50k
33,private,213813,some_college,10,divorced,tech_support,unmarried,white,female,0,0,40,united_states,<=50k
62,private,84784,hs_grad,9,divorced,machine_op_inspct,unmarried,white,male,0,1741,40,united_states,<=50k
27,?,308995,some_college,10,divorced,?,own_child,black,female,0,0,40,united_states,<=50k
50,private,128143,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,>50k
35,private,282461,hs_grad,9,married_civ_spouse,transport_moving,husband,white,male,0,0,50,united_states,<=50k
43,private,145441,bachelors,13,married_civ_spouse,exec_managerial,husband,white,male,0,0,50,united_states,>50k
29,private,187746,some_college,10,never_married,other_service,own_child,white,female,0,0,40,united_states,<=50k
48,private,45564,assoc_voc,11,divorced,prof_specialty,not_in_family,white,male,4650,0,50,united_states,<=50k
40,private,113732,hs_grad,9,divorced,handlers_cleaners,unmarried,black,female,0,0,40,united_states,<=50k
21,private,190805,hs_grad,9,married_civ_spouse,handlers_cleaners,husband,white,male,0,0,32,united_states,<=50k
77,self_emp_not_inc,176690,9th,5,widowed,other_service,not_in_family,white,female,0,0,40,england,<=50k
42,self_emp_not_inc,207392,hs_grad,9,married_civ_spouse,sales,husband,white,male,0,0,12,united_states,<=50k
30,private,193598,preschool,1,never_married,farming_fishing,not_in_family,white,male,0,0,40,mexico,<=50k
33,private,111567,masters,14,married_civ_spouse,exec_managerial,husband,white,male,0,1902,45,germany,>50k
20,private,494784,hs_grad,9,never_married,sales,other_relative,black,female,0,0,35,united_states,<=50k
38,private,82622,some_college,10,divorced,craft_repair,unmarried,white,male,0,0,40,united_states,<=50k
25,private,187653,hs_grad,9,never_married,handlers_cleaners,not_in_family,white,male,0,0,48,united_states,<=50k
27,private,79787,masters,14,never_married,exec_managerial,not_in_family,white,female,0,0,25,united_states,<=50k
31,self_emp_inc,83748,some_college,10,married_civ_spouse,exec_managerial,wife,asian_pac_islander,female,0,0,70,south,<=50k
19,private,165115,hs_grad,9,never_married,sales,not_in_family,white,female,0,0,40,united_states,<=50k
22,private,192017,hs_grad,9,never_married,adm_clerical,own_child,white,male,0,0,40,united_states,<=50k
22,private,191878,hs_grad,9,never_married,other_service,not_in_family,black,female,0,0,35,united_states,<=50k
45,private,192323,assoc_acdm,12,married_civ_spouse,craft_repair,husband,white,male,0,0,66,yugoslavia,<=50k
18,self_emp_inc,147612,hs_grad,9,never_married,farming_fishing,own_child,white,female,0,0,8,united_states,<=50k
59,private,188872,hs_grad,9,married_civ_spouse,tech_support,husband,white,male,0,0,40,united_states,>50k
43,private,34278,some_college,10,married_civ_spouse,sales,husband,white,male,0,0,35,united_states,<=50k
54,federal_gov,392502,some_college,10,married_civ_spouse,prof_specialty,husband,white,male,0,0,40,united_states,>50k
44,local_gov,68318,masters,14,never_married,prof_specialty,own_child,white,female,0,0,55,united_states,<=50k
43,federal_gov,325706,prof_school,15,married_civ_spouse,prof_specialty,husband,asian_pac_islander,male,0,0,50,india,>50k
53,self_emp_not_inc,263925,bachelors,13,married_civ_spouse,sales,husband,white,male,0,0,40,canada,>50k
42,federal_gov,125461,assoc_voc,11,divorced,exec_managerial,unmarried,white,male,0,323,40,united_states,<=50k
51,private,39264,some_college,10,married_civ_spouse,exec_managerial,wife,white,female,0,0,40,united_states,>50k
40,federal_gov,406463,masters,14,never_married,tech_support,not_in_family,white,female,0,0,40,united_states,<=50k
